jid,hcbc,sfd,mdd,fcsj,dzsj
340006822,H877,南京市,荣县,1577721600,1577980800
840006823,T845,强市,莹县,1577721600,1577980800
340006824,N619,重庆县,波市,1577721600,1577980800
440006827,L913,成都县,玉梅县,1577721600,1577980800
740006828,K742,惠州市,昆明县,1577721600,1577980800
340006829,E545,鑫市,通辽县,1577721600,1577980800
240006831,E356,莹市,齐齐哈尔市,1577721600,1577980800
240006835,A870,旭县,玉华市,1577721600,1577980800
540006837,C622,丹丹市,沈阳县,1577721600,1577980800
940006838,Z860,兰州市,上海市,1577721600,1577980800
240006839,N040,丽丽县,宁德市,1577721600,1577980800
840006840,D006,汕尾县,秀芳县,1577721600,1577980800
440006841,A985,帆市,桂香市,1577721600,1577980800
140006842,H264,璐县,六安县,1577721600,1577980800
440006844,S334,重庆县,坤县,1577721600,1577980800
940006847,H636,武汉县,静市,1577721600,1577980800
240006849,L716,俊市,秀梅县,1577721600,1577980800
740006850,K484,郑州县,龙县,1577721600,1577980800
440006851,Z813,宁德县,飞市,1577721600,1577980800
140006852,Y008,晶市,龙市,1577721600,1577980800
540006853,Y886,惠州市,小红市,1577721600,1577980800
140006856,Z111,凤兰县,海燕县,1577721600,1577980800
840006857,A891,佳县,秀芳市,1577721600,1577980800
440006860,L172,辛集市,兴城县,1577721600,1577980800
940006865,T946,齐齐哈尔县,丽娟县,1577721600,1577980800
240006867,K103,琳市,北镇县,1577721600,1577980800
440006868,R995,军市,杨市,1577721600,1577980800
640006869,L756,沈阳县,长春市,1577721600,1577980800
140006870,K685,海门县,武汉市,1577721600,1577980800
240006872,G289,六盘水市,潜江市,1577721600,1577980800
640006873,R177,沈阳县,军县,1577721600,1577980800
940006874,D347,辽阳县,阜新县,1577721600,1577980800
540006875,Z416,西宁市,哈尔滨县,1577721600,1577980800
340006878,A492,峰市,红霞县,1577721600,1577980800
740006879,Y394,桂芝县,马鞍山县,1577721600,1577980800
940006880,C213,楠县,沈阳县,1577721600,1577980800
140006882,S863,天津市,玉县,1577721600,1577980800
640006886,T294,旭市,六盘水县,1577721600,1577980800
140006887,Z190,桂花县,畅市,1577721600,1577980800
240006888,A446,乌鲁木齐市,娜县,1577721600,1577980800
640006889,G788,利市,玉梅市,1577721600,1577980800
340006890,G219,海门市,嘉禾市,1577721600,1577980800
840006891,S904,艳市,秀兰县,1577721600,1577980800
140006892,Y455,柳州县,慧县,1577721600,1577980800
940006896,C801,大冶县,邯郸县,1577721600,1577980800
940006897,S499,玉华市,建军市,1577721600,1577980800
340006899,L789,秀荣县,荆门市,1577721600,1577980800
940006902,K062,想市,春梅市,1577721600,1577980800
540006903,K108,银川市,红县,1577721600,1577980800
640006905,A841,建军县,娟县,1577721600,1577980800
540006906,N164,合肥县,柳州县,1577721600,1577980800
340006907,E163,北京县,东县,1577721600,1577980800
740006909,G040,香港县,嘉禾县,1577721600,1577980800
240006910,S671,桂珍县,乌鲁木齐市,1577721600,1577980800
740006911,K569,昆明市,玉华县,1577721600,1577980800
940006912,C414,红县,婷婷县,1577721600,1577980800
640006915,G045,建华县,银川县,1577721600,1577980800
340006917,R927,斌县,宇县,1577721600,1577980800
540006918,Y028,桂花市,鑫市,1577721600,1577980800
440006920,Z006,北镇县,通辽市,1577721600,1577980800
640006922,R472,贵阳县,秀珍县,1577721600,1577980800
140006923,T558,南京市,兴城市,1577721600,1577980800
840006925,E687,桂兰县,桂香市,1577721600,1577980800
140006926,T903,丽娟市,楠市,1577721600,1577980800
840006928,S764,玉华市,荆门市,1577721600,1577980800
840006930,T795,北镇市,关岭市,1577721600,1577980800
840006932,K474,梅县,合肥市,1577721600,1577980800
440006935,T777,北镇市,天津市,1577721600,1577980800
640006937,Z682,鹏市,南宁市,1577721600,1577980800
540006938,K886,海口县,关岭县,1577721600,1577980800
140006940,Y433,桂花县,亮市,1577721600,1577980800
140006941,R133,阜新市,梅县,1577721600,1577980800
940006942,Z527,鹏市,北京县,1577721600,1577980800
540006947,S958,大冶市,梅市,1577721600,1577980800
840006948,S165,文市,瑜市,1577721600,1577980800
840006949,S682,哈尔滨县,佛山县,1577721600,1577980800
340006950,D361,兵县,马鞍山县,1577721600,1577980800
340006953,N435,广州县,呼和浩特县,1577721600,1577980800
640006954,S339,秀珍市,杰市,1577721600,1577980800
240006956,Z685,浩市,辉市,1577721600,1577980800
640006957,Z531,东县,潜江县,1577721600,1577980800
840006958,N360,秀兰县,六安县,1577721600,1577980800
640006959,N134,银川县,飞市,1577721600,1577980800
940006960,S509,丹丹市,太原市,1577721600,1577980800
740006961,H130,合肥县,桂香市,1577721600,1577980800
340006964,C470,南昌县,淮安县,1577721600,1577980800
940006965,E024,英县,合山县,1577721600,1577980800
340006966,G134,澳门县,乌鲁木齐县,1577721600,1577980800
740006967,S207,东莞县,郑州市,1577721600,1577980800
740006968,K034,太原县,沈阳县,1577721600,1577980800
440006971,D371,北镇市,洋县,1577721600,1577980800
740006972,Z686,宁德市,斌市,1577721600,1577980800
740006973,C070,佛山市,哈尔滨市,1577721600,1577980800
740006974,E702,六安市,云市,1577721600,1577980800
740006976,C458,凯市,合肥市,1577721600,1577980800
140006978,K167,桂珍市,贵阳市,1577721600,1577980800
740006979,G868,超市,彬县,1577721600,1577980800
140006980,S623,南昌县,鹏市,1577721600,1577980800
240006984,C087,倩市,桂芝市,1577721600,1577980800
340006987,S376,玲县,合山县,1577721600,1577980800
840006988,L970,天津市,通辽县,1577721600,1577980800
740006989,R157,惠州县,婷婷市,1577721600,1577980800
940006990,H719,柳州市,丹县,1577721600,1577980800
540006991,L932,梧州县,秀兰县,1577721600,1577980800
840006993,C529,辽阳县,台北市,1577721600,1577980800
740006994,N352,英市,上海县,1577721600,1577980800
140006995,Y660,楠市,淑华县,1577721600,1577980800
440006997,D389,玉英市,金凤县,1577721600,1577980800
440006998,H327,重庆市,杨县,1577721600,1577980800
440006999,K135,倩县,深圳市,1577721600,1577980800
940007001,K082,婷婷市,晨市,1577721600,1577980800
240007002,G497,哈尔滨县,志强县,1577721600,1577980800
840007003,L958,阜新市,济南县,1577721600,1577980800
440007004,N083,贵阳县,北镇市,1577721600,1577980800
240007005,S281,沈阳县,佛山市,1577721600,1577980800
540007010,C459,俊县,莉市,1577721600,1577980800
640007012,T482,哈尔滨县,旭市,1577721600,1577980800
640007013,L161,燕县,淑兰市,1577721600,1577980800
440007015,G790,贵阳市,六盘水市,1577721600,1577980800
340007016,Y694,兴城县,阳县,1577721600,1577980800
340007017,Z159,明市,建军县,1577721600,1577980800
140007018,A594,昆明市,宁德市,1577721600,1577980800
940007019,S168,桂兰市,鑫县,1577721600,1577980800
540007020,Y113,上海县,璐县,1577721600,1577980800
640007023,S890,香港市,建军市,1577721600,1577980800
240007024,G197,哈尔滨市,关岭市,1577721600,1577980800
640007025,A685,惠州县,邯郸县,1577721600,1577980800
640007028,G606,永安市,颖市,1577721600,1577980800
840007033,Z422,澳门市,拉萨市,1577721600,1577980800
540007038,K141,瑞市,天津县,1577721600,1577980800
240007039,D127,颖县,南昌县,1577721600,1577980800
740007040,E538,汕尾县,雪梅市,1577721600,1577980800
840007041,T320,济南县,石家庄县,1577721600,1577980800
640007043,T225,长沙市,峰市,1577721600,1577980800
940007044,E092,马鞍山县,西宁市,1577721600,1577980800
140007045,R404,南昌市,济南县,1577721600,1577980800
840007046,L650,慧县,冬梅县,1577721600,1577980800
640007050,E047,建市,秀珍市,1577721600,1577980800
940007051,Y631,颖市,上海市,1577721600,1577980800
640007053,N419,秀云县,潜江市,1577721600,1577980800
640007054,Z263,重庆市,华市,1577721600,1577980800
540007056,Z810,建国市,阳市,1577721600,1577980800
840007057,L521,斌市,涛县,1577721600,1577980800
340007059,A525,杭州市,欣县,1577721600,1577980800
440007061,A008,飞市,玉兰县,1577721600,1577980800
140007062,R717,婷婷县,艳市,1577721600,1577980800
340007063,R471,石家庄市,晶县,1577721600,1577980800
440007064,S945,兵市,哈尔滨县,1577721600,1577980800
440007065,R493,秀华市,兰州县,1577721600,1577980800
340007068,D199,永安县,峰市,1577721600,1577980800
540007070,Y711,柳县,强市,1577721600,1577980800
140007071,H563,沈阳县,桂芳市,1577721600,1577980800
340007072,R285,凤英市,惠州市,1577721600,1577980800
540007073,Y040,佳市,惠州市,1577721600,1577980800
940007074,H964,艳县,台北县,1577721600,1577980800
940007075,T827,平县,天津市,1577721600,1577980800
240007076,K216,张家港县,成都市,1577721600,1577980800
540007077,H042,玉兰市,玲市,1577721600,1577980800
440007078,Y492,海燕市,巢湖市,1577721600,1577980800
540007081,D561,广州县,南昌县,1577721600,1577980800
240007082,A159,成都县,淑华县,1577721600,1577980800
240007085,C053,阳县,峰市,1577721600,1577980800
840007086,A069,郑州县,淑英县,1577721600,1577980800
640007087,Y875,济南市,香港县,1577721600,1577980800
240007088,T525,明市,西宁县,1577721600,1577980800
240007089,T433,重庆县,佛山县,1577721600,1577980800
240007090,Y029,平县,哈尔滨县,1577721600,1577980800
240007091,A549,强市,俊市,1577721600,1577980800
540007092,A751,俊县,合肥市,1577721600,1577980800
640007093,L960,秀云市,广州县,1577721600,1577980800
140007094,E217,齐齐哈尔市,海门市,1577721600,1577980800
940007097,G709,楠县,齐齐哈尔县,1577721600,1577980800
840007098,A169,志强市,马鞍山市,1577721600,1577980800
340007100,E179,海门县,邯郸县,1577721600,1577980800
440007101,N517,海燕县,浩市,1577721600,1577980800
640007102,C204,长沙市,畅县,1577721600,1577980800
240007103,G561,呼和浩特县,军市,1577721600,1577980800
740007105,N129,六盘水县,张家港市,1577721600,1577980800
440007107,N864,娟县,海燕市,1577721600,1577980800
740007108,H446,成都县,海门县,1577721600,1577980800
240007109,R980,西宁市,桂芝市,1577721600,1577980800
140007110,H776,凤英市,桂珍市,1577721600,1577980800
640007111,R898,宁德市,玉华市,1577721600,1577980800
440007112,S599,巢湖县,福州市,1577721600,1577980800
640007113,N136,南宁县,建国县,1577721600,1577980800
540007116,E861,长春市,倩市,1577721600,1577980800
840007117,K544,济南市,兴城县,1577721600,1577980800
140007118,N889,哈尔滨市,林市,1577721600,1577980800
140007119,L204,北镇县,六盘水市,1577721600,1577980800
540007121,N988,辽阳市,涛县,1577721600,1577980800
840007122,C512,上海县,石家庄县,1577721600,1577980800
940007123,K388,武汉县,东县,1577721600,1577980800
340007124,A340,惠州县,燕市,1577721600,1577980800
940007125,S254,拉萨县,南京县,1577721600,1577980800
140007127,E913,北镇市,哈尔滨市,1577721600,1577980800
440007128,L491,乌鲁木齐市,呼和浩特市,1577721600,1577980800
340007129,N588,天津市,长春县,1577721600,1577980800
540007130,L446,秀兰市,雷县,1577721600,1577980800
440007132,H541,秀芳县,冬梅市,1577721600,1577980800
640007133,R890,彬市,巢湖县,1577721600,1577980800
940007135,H932,欢市,博市,1577721600,1577980800
540007137,A983,澳门市,宜都市,1577721600,1577980800
740007139,T486,汕尾市,静市,1577721600,1577980800
840007143,K874,秀珍市,哈尔滨县,1577721600,1577980800
840007144,L887,彬市,春梅市,1577721600,1577980800
540007145,L214,齐齐哈尔县,佛山市,1577721600,1577980800
540007146,K006,澳门市,上海县,1577721600,1577980800
340007148,Z131,峰市,涛市,1577721600,1577980800
740007149,A079,雪市,通辽县,1577721600,1577980800
440007151,D365,哈尔滨县,莹市,1577721600,1577980800
940007153,S826,玉兰县,武汉市,1577721600,1577980800
740007156,H706,强县,秀英县,1577721600,1577980800
140007158,D795,邯郸县,燕市,1577721600,1577980800
640007161,R677,强市,丽县,1577721600,1577980800
640007162,H769,辽阳县,秀英市,1577721600,1577980800
540007163,A603,沈阳市,秀梅市,1577721600,1577980800
640007165,A941,重庆县,惠州市,1577721600,1577980800
140007166,Y982,惠州县,琳县,1577721600,1577980800
140007169,E056,超市,玉兰市,1577721600,1577980800
740007170,Y043,云市,飞市,1577721600,1577980800
940007173,R678,合肥市,通辽县,1577721600,1577980800
740007174,S935,北京县,兵县,1577721600,1577980800
840007175,C683,梧州县,凤英县,1577721600,1577980800
540007176,S034,拉萨县,秀荣市,1577721600,1577980800
140007177,T914,太原市,六安市,1577721600,1577980800
640007178,N250,飞市,呼和浩特县,1577721600,1577980800
940007179,A560,巢湖市,淑珍市,1577721600,1577980800
740007181,Z161,芳县,关岭县,1577721600,1577980800
640007184,L751,平县,桂芳县,1577721600,1577980800
540007185,A494,雪市,潜江县,1577721600,1577980800
340007186,A411,杰市,凤英市,1577721600,1577980800
540007189,E034,冬梅市,石家庄市,1577721600,1577980800
340007190,L125,霞市,帆市,1577721600,1577980800
940007191,K749,建华县,芳县,1577721600,1577980800
340007193,H819,彬县,潮州县,1577721600,1577980800
840007194,E098,呼和浩特市,斌市,1577721600,1577980800
640007195,A728,小红市,天津市,1577721600,1577980800
940007196,T725,佛山市,桂芳市,1577721600,1577980800
640007197,Z960,东莞县,深圳市,1577721600,1577980800
140007199,N561,辉县,婷市,1577721600,1577980800
840007201,S624,广州县,军市,1577721600,1577980800
940007203,K120,秀兰县,伟县,1577721600,1577980800
140007204,C948,福州市,南京县,1577721600,1577980800
640007205,N866,超市,萍县,1577721600,1577980800
240007207,H902,关岭市,玉县,1577721600,1577980800
540007208,A394,长春市,拉萨市,1577721600,1577980800
540007209,N930,西宁市,贵阳县,1577721600,1577980800
440007210,H984,石家庄市,太原市,1577721600,1577980800
840007213,G720,峰市,斌市,1577721600,1577980800
840007215,K731,合肥县,晶市,1577721600,1577980800
240007216,A771,兰州市,齐齐哈尔县,1577721600,1577980800
540007217,Y845,淑珍市,艳市,1577721600,1577980800
540007220,T371,沈阳市,冬梅县,1577721600,1577980800
440007221,T683,建平县,云县,1577721600,1577980800
940007222,L040,海门县,沈阳市,1577721600,1577980800
740007224,D900,成都县,玉兰市,1577721600,1577980800
540007225,Y445,济南市,小红县,1577721600,1577980800
340007228,A700,嘉禾市,淑华市,1577721600,1577980800
540007229,E628,南宁市,太原市,1577721600,1577980800
640007230,L376,秀梅市,博县,1577721600,1577980800
240007231,C927,福州市,敏县,1577721600,1577980800
340007232,Z400,马鞍山县,云县,1577721600,1577980800
540007235,K133,合山市,郑州县,1577721600,1577980800
540007240,A276,鹏市,上海市,1577721600,1577980800
240007241,Z823,晶县,玲县,1577721600,1577980800
140007244,H290,沈阳市,阳市,1577721600,1577980800
940007245,T928,台北县,海门县,1577721600,1577980800
740007246,T183,马鞍山市,彬县,1577721600,1577980800
140007247,A788,艳市,银川市,1577721600,1577980800
740007248,K587,建市,荆门市,1577721600,1577980800
740007249,G524,潜江市,桂香县,1577721600,1577980800
340007251,C717,海口市,惠州县,1577721600,1577980800
740007253,Z377,潮州县,萍县,1577721600,1577980800
240007254,D621,长春县,张家港市,1577721600,1577980800
540007256,A278,石家庄市,璐县,1577721600,1577980800
640007257,C179,云县,贵阳市,1577721600,1577980800
240007258,C141,刚市,淑华县,1577721600,1577980800
540007259,R348,建军县,北镇市,1577721600,1577980800
740007261,R506,大冶市,莉市,1577721600,1577980800
340007262,K067,南京市,英市,1577721600,1577980800
940007264,N226,鹏市,玉梅县,1577721600,1577980800
340007265,D505,凤兰县,东县,1577721600,1577980800
640007266,T741,娟市,荆门县,1577721600,1577980800
340007267,S240,健市,文县,1577721600,1577980800
340007268,N494,汕尾县,玉县,1577721600,1577980800
240007269,E176,金凤县,涛县,1577721600,1577980800
140007270,K572,济南市,张家港县,1577721600,1577980800
640007271,K691,淮安市,澳门市,1577721600,1577980800
640007273,G965,嘉禾县,想市,1577721600,1577980800
440007275,E192,浩县,帆县,1577721600,1577980800
240007276,K905,兴城市,兴安盟市,1577721600,1577980800
140007277,S189,辛集县,广州市,1577721600,1577980800
440007280,A321,亮县,北京县,1577721600,1577980800
640007281,S070,惠州市,福州县,1577721600,1577980800
340007282,K775,南宁市,沈阳市,1577721600,1577980800
940007284,A393,深圳市,嘉禾县,1577721600,1577980800
240007286,R563,凤兰县,济南市,1577721600,1577980800
240007287,G789,洁市,乌鲁木齐县,1577721600,1577980800
240007289,R500,齐齐哈尔市,瑜县,1577721600,1577980800
640007290,Y424,兴安盟县,天津市,1577721600,1577980800
140007291,Y277,淑英市,广州市,1577721600,1577980800
140007293,H712,荆门市,南昌市,1577721600,1577980800
440007294,G728,阜新县,萍县,1577721600,1577980800
640007295,T452,瑜市,郑州县,1577721600,1577980800
740007296,R740,石家庄市,邯郸市,1577721600,1577980800
240007298,K038,建市,汕尾县,1577721600,1577980800
940007299,D100,秀荣市,斌县,1577721600,1577980800
940007301,E639,大冶县,建国市,1577721600,1577980800
540007305,S398,琴市,台北县,1577721600,1577980800
740007307,G828,昆明县,佛山市,1577721600,1577980800
640007309,S776,玲市,超市,1577721600,1577980800
440007312,L486,广州市,合山县,1577721600,1577980800
740007313,C025,天津市,飞县,1577721600,1577980800
340007316,N346,秀华市,杨县,1577721600,1577980800
340007317,Y751,晨县,凯市,1577721600,1577980800
440007318,C513,太原市,梧州县,1577721600,1577980800
640007319,K341,贵阳县,六安县,1577721600,1577980800
140007320,L281,红县,齐齐哈尔市,1577721600,1577980800
140007322,Y294,关岭市,佛山市,1577721600,1577980800
440007324,K760,莉县,秀云市,1577721600,1577980800
940007326,S511,长春县,太原市,1577721600,1577980800
540007327,L573,通辽县,建平县,1577721600,1577980800
440007328,R681,潮州县,马鞍山市,1577721600,1577980800
640007329,L152,兵市,荣市,1577721600,1577980800
540007331,D717,海门县,秀珍市,1577721600,1577980800
140007332,Z655,雪市,海门市,1577721600,1577980800
540007333,C878,沈阳县,春梅市,1577721600,1577980800
440007334,H359,凯市,辉市,1577721600,1577980800
540007337,C566,沈阳市,娟县,1577721600,1577980800
640007339,Z721,娟市,福州市,1577721600,1577980800
840007340,K479,台北县,广州市,1577721600,1577980800
140007342,S045,林市,六盘水市,1577721600,1577980800
440007343,Y125,帅市,凤英县,1577721600,1577980800
140007344,A271,阳县,佛山县,1577721600,1577980800
440007345,K740,兵市,兴安盟市,1577721600,1577980800
940007346,D108,合山市,桂花县,1577721600,1577980800
640007347,N549,沈阳县,拉萨市,1577721600,1577980800
740007348,Z220,佳县,玉梅县,1577721600,1577980800
940007351,L360,小红县,澳门市,1577721600,1577980800
840007352,L318,兰州市,鹏县,1577721600,1577980800
940007353,S653,秀荣县,张家港县,1577721600,1577980800
840007354,N994,瑜县,艳县,1577721600,1577980800
540007356,S289,勇市,博市,1577721600,1577980800
640007357,D285,东莞县,巢湖市,1577721600,1577980800
840007358,D765,丹丹市,欢县,1577721600,1577980800
740007365,T591,玲市,邯郸市,1577721600,1577980800
340007366,S710,台北县,红霞市,1577721600,1577980800
840007367,Y458,海门县,北京市,1577721600,1577980800
240007368,Y743,郑州县,林市,1577721600,1577980800
240007369,C169,拉萨县,南宁县,1577721600,1577980800
640007370,R868,桂珍市,旭市,1577721600,1577980800
740007371,Z662,兴城县,莉市,1577721600,1577980800
540007372,Y032,淑珍市,丽丽县,1577721600,1577980800
440007373,Z040,天津县,桂芝市,1577721600,1577980800
840007377,C134,太原市,汕尾县,1577721600,1577980800
640007378,T489,北镇市,辉市,1577721600,1577980800
740007379,T811,阳县,辽阳市,1577721600,1577980800
640007381,Z092,雷市,欣县,1577721600,1577980800
940007383,Y735,齐齐哈尔县,楠县,1577721600,1577980800
640007384,Z145,通辽市,雪梅市,1577721600,1577980800
140007385,L980,郑州市,合山市,1577721600,1577980800
440007386,C773,婷婷县,六盘水县,1577721600,1577980800
940007387,R935,平县,宁县,1577721600,1577980800
540007390,S482,霞市,昆明市,1577721600,1577980800
740007391,N112,玉兰市,华市,1577721600,1577980800
340007394,S923,璐市,春梅县,1577721600,1577980800
640007396,D468,太原县,济南县,1577721600,1577980800
740007401,N681,杰市,关岭市,1577721600,1577980800
240007402,K404,通辽县,玉英县,1577721600,1577980800
540007403,E507,北镇县,林县,1577721600,1577980800
940007406,C160,惠州县,北京县,1577721600,1577980800
440007408,G144,西安市,伟市,1577721600,1577980800
540007409,Z779,丹市,秀荣县,1577721600,1577980800
240007410,S550,辽阳市,凤兰县,1577721600,1577980800
640007411,Z791,海门市,辽阳市,1577721600,1577980800
640007412,D286,玲县,丽娟市,1577721600,1577980800
240007413,G220,大冶县,永安县,1577721600,1577980800
740007416,A839,伟县,关岭市,1577721600,1577980800
940007417,E722,成都市,大冶县,1577721600,1577980800
440007418,Z679,莹县,郑州县,1577721600,1577980800
940007419,A423,嘉禾市,柳州县,1577721600,1577980800
340007421,N541,福州县,潜江县,1577721600,1577980800
540007423,S059,荆门县,晨县,1577721600,1577980800
740007424,H376,建华县,丹县,1577721600,1577980800
240007426,R829,凤兰县,梅市,1577721600,1577980800
440007427,T947,林市,雷市,1577721600,1577980800
740007428,K354,飞县,岩市,1577721600,1577980800
740007429,K895,桂芳市,辉市,1577721600,1577980800
540007431,L949,辛集市,西安市,1577721600,1577980800
740007432,T609,晨县,建华县,1577721600,1577980800
740007433,Z781,秀英市,西安县,1577721600,1577980800
740007434,A639,佳市,桂珍县,1577721600,1577980800
140007436,A448,台北市,兴城县,1577721600,1577980800
940007437,N582,拉萨县,洋县,1577721600,1577980800
740007439,R834,北京市,倩市,1577721600,1577980800
340007440,K670,莉县,广州县,1577721600,1577980800
540007441,Y848,璐县,玉英市,1577721600,1577980800
140007442,A269,长春市,玲市,1577721600,1577980800
740007443,S104,合肥市,大冶市,1577721600,1577980800
440007444,E345,淑珍县,丽华县,1577721600,1577980800
140007445,T136,秀芳县,平县,1577721600,1577980800
740007447,A206,帆县,金凤县,1577721600,1577980800
340007448,L471,岩县,雷市,1577721600,1577980800
340007450,T949,佛山市,彬县,1577721600,1577980800
640007451,C477,倩县,刚市,1577721600,1577980800
740007453,L595,沈阳市,福州县,1577721600,1577980800
440007456,N351,宜都县,静市,1577721600,1577980800
840007457,H346,杭州市,惠州县,1577721600,1577980800
540007458,G272,淑英县,武汉县,1577721600,1577980800
140007459,T576,惠州市,龙市,1577721600,1577980800
340007460,K319,莹市,金凤县,1577721600,1577980800
940007462,N044,福州市,雪县,1577721600,1577980800
240007463,T446,沈阳县,阜新县,1577721600,1577980800
340007465,K601,惠州市,乌鲁木齐县,1577721600,1577980800
840007467,A422,贵阳县,莹县,1577721600,1577980800
740007468,Y661,哈尔滨市,阳市,1577721600,1577980800
840007471,E267,秀珍市,西安市,1577721600,1577980800
140007472,C819,明县,西宁县,1577721600,1577980800
940007473,T261,关岭市,林县,1577721600,1577980800
740007474,R716,畅市,杨市,1577721600,1577980800
640007476,R165,利县,飞县,1577721600,1577980800
540007477,A319,艳县,张家港县,1577721600,1577980800
240007480,E067,桂香县,长沙市,1577721600,1577980800
340007481,H597,福州县,倩市,1577721600,1577980800
440007482,Z237,南昌县,乌鲁木齐县,1577721600,1577980800
940007483,C475,六安市,大冶县,1577721600,1577980800
340007484,T034,桂芳县,辽阳市,1577721600,1577980800
840007485,T666,想市,重庆县,1577721600,1577980800
640007488,R456,南京县,春梅市,1577721600,1577980800
640007489,Z893,拉萨县,深圳县,1577721600,1577980800
340007492,L955,潜江市,汕尾市,1577721600,1577980800
640007493,K690,石家庄市,杭州市,1577721600,1577980800
140007496,A430,沈阳市,兰英市,1577721600,1577980800
940007499,T916,东莞市,哈尔滨市,1577721600,1577980800
940007500,Y364,六盘水县,金凤市,1577721600,1577980800
240007501,Z637,惠州县,慧县,1577721600,1577980800
340007503,C341,想县,强县,1577721600,1577980800
240007506,R538,哈尔滨市,龙市,1577721600,1577980800
940007510,T480,霞县,六安县,1577721600,1577980800
340007511,A305,拉萨市,秀云县,1577721600,1577980800
440007512,G343,东莞县,秀云县,1577721600,1577980800
940007513,T263,荆门县,西宁县,1577721600,1577980800
740007518,K988,志强市,林市,1577721600,1577980800
340007519,H181,柳州县,广州县,1577721600,1577980800
440007523,N590,海门市,上海县,1577721600,1577980800
240007525,Z761,荆门县,成都县,1577721600,1577980800
240007526,A091,宁市,红市,1577721600,1577980800
840007528,S388,齐齐哈尔县,张家港市,1577721600,1577980800
740007529,N845,玉华市,上海市,1577721600,1577980800
940007531,T066,淮安市,帅县,1577721600,1577980800
840007533,S758,宜都市,玲县,1577721600,1577980800
640007534,D456,想县,长沙市,1577721600,1577980800
540007538,A589,飞县,香港县,1577721600,1577980800
740007542,T061,淑兰市,巢湖县,1577721600,1577980800
340007543,N755,荆门县,红霞市,1577721600,1577980800
140007545,H488,婷县,邯郸县,1577721600,1577980800
840007548,K600,东莞市,桂荣市,1577721600,1577980800
940007550,A584,太原县,昆明县,1577721600,1577980800
240007551,L441,潮州市,帅县,1577721600,1577980800
740007552,T123,宁德市,重庆县,1577721600,1577980800
140007553,C183,梧州市,六盘水县,1577721600,1577980800
240007556,S356,志强县,合肥市,1577721600,1577980800
740007557,Y529,张家港市,哈尔滨县,1577721600,1577980800
640007558,K363,强市,慧县,1577721600,1577980800
740007559,H484,哈尔滨县,海门县,1577721600,1577980800
640007560,G686,拉萨市,小红县,1577721600,1577980800
840007562,R015,马鞍山县,英县,1577721600,1577980800
440007563,E089,拉萨市,潮州市,1577721600,1577980800
240007564,C539,通辽县,南昌市,1577721600,1577980800
840007565,T536,昆明县,郑州县,1577721600,1577980800
840007567,L526,六盘水市,小红市,1577721600,1577980800
440007568,E494,宜都县,丽娟县,1577721600,1577980800
340007569,Z714,长春市,台北市,1577721600,1577980800
340007570,Z841,勇市,海口市,1577721600,1577980800
440007571,C273,巢湖市,台北县,1577721600,1577980800
440007572,T348,帆县,宁德市,1577721600,1577980800
140007573,S643,秀云县,哈尔滨县,1577721600,1577980800
640007574,A612,志强市,香港市,1577721600,1577980800
240007576,L107,西安县,红梅县,1577721600,1577980800
140007577,E374,秀梅市,娟市,1577721600,1577980800
840007580,R240,永安县,哈尔滨市,1577721600,1577980800
440007582,C403,辛集市,杭州市,1577721600,1577980800
440007584,T074,建军县,宁德市,1577721600,1577980800
240007587,E784,潜江市,坤市,1577721600,1577980800
240007588,A718,拉萨县,彬市,1577721600,1577980800
440007589,H007,峰市,玲市,1577721600,1577980800
940007590,H388,东市,济南县,1577721600,1577980800
540007591,G242,建军县,龙市,1577721600,1577980800
840007593,L676,丽市,西安县,1577721600,1577980800
340007594,A250,伟市,超县,1577721600,1577980800
840007597,N846,利市,邯郸市,1577721600,1577980800
440007598,R551,辉县,凤英县,1577721600,1577980800
740007602,C806,畅县,飞县,1577721600,1577980800
840007603,K297,桂兰县,帅县,1577721600,1577980800
640007605,K515,春梅市,志强县,1577721600,1577980800
440007607,C297,玲市,亮县,1577721600,1577980800
140007608,C425,成都市,红市,1577721600,1577980800
240007609,Z079,长沙市,建华市,1577721600,1577980800
140007610,L747,桂芳县,凤兰市,1577721600,1577980800
140007612,G279,燕县,北镇县,1577721600,1577980800
340007614,N158,东县,沈阳市,1577721600,1577980800
440007616,C399,福州市,石家庄市,1577721600,1577980800
440007617,K352,六安县,斌县,1577721600,1577980800
940007619,S610,华县,阜新市,1577721600,1577980800
240007623,S270,红市,杭州县,1577721600,1577980800
940007625,Z808,洁县,宁德县,1577721600,1577980800
140007626,H001,丹丹县,玉华市,1577721600,1577980800
540007631,S110,鹏县,华市,1577721600,1577980800
540007632,R132,宁德县,惠州市,1577721600,1577980800
140007635,L524,秀梅县,金凤县,1577721600,1577980800
940007638,N269,佳县,汕尾市,1577721600,1577980800
540007640,D461,娜县,岩市,1577721600,1577980800
240007641,L175,俊市,巢湖市,1577721600,1577980800
140007646,S318,淑兰市,惠州市,1577721600,1577980800
640007651,R913,淮安市,丹丹市,1577721600,1577980800
840007652,T585,丽县,银川市,1577721600,1577980800
940007653,H869,西安市,建平县,1577721600,1577980800
140007654,Z713,龙县,刚市,1577721600,1577980800
540007655,D604,沈阳县,呼和浩特市,1577721600,1577980800
940007657,T008,太原市,乌鲁木齐市,1577721600,1577980800
740007658,K523,淑珍县,哈尔滨市,1577721600,1577980800
