jid,hbh,sfd,mdd,qfsj,ddsj
320006696,MD644,关岭县,建华市,1577721600,1577980800
720006698,SZ601,伟县,佳县,1577721600,1577980800
420006699,WC476,宁德市,沈阳市,1577721600,1577980800
520006702,SC170,小红市,玉兰市,1577721600,1577980800
720006703,HR011,武汉县,丽华县,1577721600,1577980800
720006706,SZ123,郑州市,丽县,1577721600,1577980800
520006707,SZ055,北镇县,梧州市,1577721600,1577980800
720006709,3U479,婷婷县,长春市,1577721600,1577980800
120006714,SZ983,乌鲁木齐市,潜江县,1577721600,1577980800
620006717,HK443,成县,桂芳市,1577721600,1577980800
520006718,HK982,西安市,天津市,1577721600,1577980800
820006720,HK085,欢县,福州县,1577721600,1577980800
220006722,MD622,深圳县,杭州县,1577721600,1577980800
620006723,TV012,建县,宁德市,1577721600,1577980800
220006724,WH456,建国市,六安市,1577721600,1577980800
620006726,MF672,太原县,建平县,1577721600,1577980800
820006727,HK016,岩县,彬市,1577721600,1577980800
120006728,SZ007,上海县,燕县,1577721600,1577980800
520006729,WC963,沈阳县,林市,1577721600,1577980800
120006730,CZ616,南昌县,辽阳县,1577721600,1577980800
620006731,WC829,娟县,岩市,1577721600,1577980800
120006732,MF542,桂芳县,洋市,1577721600,1577980800
520006734,HK125,飞县,南昌市,1577721600,1577980800
120006735,MD133,石家庄市,嘉禾县,1577721600,1577980800
520006738,MU716,想县,南宁县,1577721600,1577980800
820006740,SZ702,建军市,旭市,1577721600,1577980800
320006743,SC496,昆明市,春梅市,1577721600,1577980800
720006744,WH083,杰县,勇市,1577721600,1577980800
320006745,TV414,静市,宁德市,1577721600,1577980800
920006746,MU528,凤兰市,荆门市,1577721600,1577980800
920006747,WH938,佛山县,梧州市,1577721600,1577980800
620006748,3U017,倩县,重庆县,1577721600,1577980800
620006749,HK367,通辽市,秀荣市,1577721600,1577980800
420006750,3U733,琳市,东县,1577721600,1577980800
220006753,SC421,沈阳县,璐县,1577721600,1577980800
320006755,CJ386,莉县,上海县,1577721600,1577980800
720006756,CA510,博市,慧县,1577721600,1577980800
820006757,SZ457,强县,淮安县,1577721600,1577980800
820006758,SC357,霞县,秀荣市,1577721600,1577980800
320006759,MF973,燕市,晶市,1577721600,1577980800
420006761,WH146,贵阳县,阳县,1577721600,1577980800
820006762,HK247,玉珍市,梅市,1577721600,1577980800
320006764,CJ139,深圳县,华市,1577721600,1577980800
820006767,MU943,南京县,欢市,1577721600,1577980800
920006768,CA211,澳门县,云县,1577721600,1577980800
320006770,HR071,香港县,慧县,1577721600,1577980800
120006771,MF239,嘉禾市,秀英市,1577721600,1577980800
320006772,MD153,邯郸县,兴安盟县,1577721600,1577980800
220006773,3U847,南昌市,太原市,1577721600,1577980800
120006775,WC379,岩市,敏市,1577721600,1577980800
520006776,SZ914,洋县,佛山县,1577721600,1577980800
920006778,TV030,重庆市,银川县,1577721600,1577980800
220006780,TV401,太原县,佛山县,1577721600,1577980800
720006781,3U849,莹县,莉县,1577721600,1577980800
120006784,SZ850,张家港县,福州市,1577721600,1577980800
620006785,CZ026,鹏县,凤英市,1577721600,1577980800
620006791,CZ071,秀珍市,红县,1577721600,1577980800
120006795,SC214,东县,娜县,1577721600,1577980800
920006797,HR538,淮安市,澳门县,1577721600,1577980800
120006798,SZ185,通辽县,玉英市,1577721600,1577980800
120006800,MF664,马鞍山县,凤英市,1577721600,1577980800
820006801,TV893,颖市,坤县,1577721600,1577980800
220006802,CZ872,昆明市,西宁市,1577721600,1577980800
320006805,CJ990,淮安市,台北县,1577721600,1577980800
620006807,MU277,荆门市,洁市,1577721600,1577980800
220006808,MF851,红梅市,霞市,1577721600,1577980800
620006809,3U717,柳县,沈阳县,1577721600,1577980800
320006811,MF530,潜江县,淑兰县,1577721600,1577980800
320006812,MF279,北京市,玉梅县,1577721600,1577980800
520006815,WH150,香港市,合肥县,1577721600,1577980800
420006816,CZ457,南昌县,梧州县,1577721600,1577980800
520006817,SZ058,飞县,波县,1577721600,1577980800
320006819,WC462,丽丽县,太原市,1577721600,1577980800
420006820,SZ760,燕市,玉兰市,1577721600,1577980800
920006821,CJ521,淮安市,鹏市,1577721600,1577980800
320006822,WH125,兰州县,惠州县,1577721600,1577980800
620006824,CZ057,福州县,利县,1577721600,1577980800
620006827,SZ091,香港县,玲市,1577721600,1577980800
620006829,CJ052,雷县,艳县,1577721600,1577980800
220006832,SC964,深圳市,秀云县,1577721600,1577980800
820006833,TV888,阜新市,畅县,1577721600,1577980800
320006835,HR225,马鞍山市,辛集县,1577721600,1577980800
420006836,CA440,合山市,金凤县,1577721600,1577980800
120006838,WC527,秀芳市,潮州县,1577721600,1577980800
920006839,CA444,嘉禾县,合肥市,1577721600,1577980800
720006840,CA683,长春县,六安市,1577721600,1577980800
420006841,WC444,俊县,昆明市,1577721600,1577980800
320006843,MD985,北镇县,南宁市,1577721600,1577980800
520006846,HR957,沈阳市,莉县,1577721600,1577980800
620006847,SZ468,长沙市,瑞市,1577721600,1577980800
420006848,MF605,秀珍市,澳门县,1577721600,1577980800
820006849,MU223,淮安市,重庆市,1577721600,1577980800
220006850,TV455,建平县,丹丹县,1577721600,1577980800
520006851,3U807,建华市,深圳县,1577721600,1577980800
620006852,HR244,合山县,合肥市,1577721600,1577980800
620006853,SZ044,丽市,马鞍山市,1577721600,1577980800
420006855,WC909,秀兰市,兵县,1577721600,1577980800
120006856,TV249,磊市,帅县,1577721600,1577980800
320006857,SZ665,红霞市,帅市,1577721600,1577980800
120006858,TV808,海燕市,瑜县,1577721600,1577980800
420006860,HK192,南京县,凤兰市,1577721600,1577980800
220006861,CJ931,呼和浩特县,合山县,1577721600,1577980800
220006862,TV991,南昌县,荣市,1577721600,1577980800
720006863,TV107,俊市,广州县,1577721600,1577980800
320006864,CZ363,萍市,呼和浩特市,1577721600,1577980800
120006866,CA356,合山市,关岭县,1577721600,1577980800
520006867,HR629,莹市,秀兰县,1577721600,1577980800
220006868,WC844,淮安县,阳县,1577721600,1577980800
120006869,MU526,西安市,坤市,1577721600,1577980800
520006873,3U111,重庆县,娜县,1577721600,1577980800
120006874,HR739,太原市,兴城县,1577721600,1577980800
720006875,MF902,秀英县,西安市,1577721600,1577980800
420006876,MD347,桂花市,宁德市,1577721600,1577980800
720006877,CJ493,济南县,杭州县,1577721600,1577980800
720006879,HR892,桂芝县,畅县,1577721600,1577980800
120006880,MD641,惠州县,雪市,1577721600,1577980800
320006881,CZ275,银川县,建平市,1577721600,1577980800
220006882,3U411,萍市,淮安市,1577721600,1577980800
620006883,CJ194,佛山县,拉萨市,1577721600,1577980800
920006884,3U166,博市,广州市,1577721600,1577980800
220006885,SZ352,红县,上海县,1577721600,1577980800
220006886,CZ833,桂芳县,帅市,1577721600,1577980800
820006887,TV674,娟县,杭州市,1577721600,1577980800
420006888,MD859,关岭县,兵市,1577721600,1577980800
920006889,CA447,佳市,雪县,1577721600,1577980800
420006890,TV841,长沙县,淮安县,1577721600,1577980800
120006891,HR810,秀梅县,荆门市,1577721600,1577980800
120006892,HK161,雪梅县,惠州市,1577721600,1577980800
720006894,HR460,斌县,涛县,1577721600,1577980800
720006897,CA787,娜市,南宁县,1577721600,1577980800
420006898,MF405,广州县,兴城市,1577721600,1577980800
620006899,HK441,长沙市,六盘水市,1577721600,1577980800
420006901,CA663,静市,长春市,1577721600,1577980800
620006902,MD325,巢湖市,深圳市,1577721600,1577980800
320006905,MU689,丽娟县,丽华市,1577721600,1577980800
520006906,HK427,艳县,东市,1577721600,1577980800
820006907,MD786,文县,磊县,1577721600,1577980800
120006908,CA146,秀芳县,伟市,1577721600,1577980800
820006909,CJ814,哈尔滨市,汕尾县,1577721600,1577980800
620006911,SZ494,西安市,秀荣市,1577721600,1577980800
320006912,CZ495,桂芝市,彬市,1577721600,1577980800
720006913,MD745,静市,永安县,1577721600,1577980800
620006915,WC344,天津市,哈尔滨县,1577721600,1577980800
220006916,HR991,关岭市,长春市,1577721600,1577980800
120006917,WH387,宁德县,东市,1577721600,1577980800
420006920,MF697,明县,丹丹市,1577721600,1577980800
120006923,CZ307,拉萨县,兵县,1577721600,1577980800
320006924,MD190,淑英市,哈尔滨县,1577721600,1577980800
420006927,SC614,慧县,小红县,1577721600,1577980800
920006929,3U987,彬市,深圳市,1577721600,1577980800
320006932,3U432,丹丹市,健市,1577721600,1577980800
520006933,WH661,秀华县,马鞍山县,1577721600,1577980800
220006934,HR227,天津市,静县,1577721600,1577980800
420006935,MU121,深圳县,石家庄县,1577721600,1577980800
820006937,3U041,萍市,璐县,1577721600,1577980800
620006938,CZ948,兵市,太原县,1577721600,1577980800
620006939,SC298,欣县,瑜市,1577721600,1577980800
620006943,MF312,玉兰县,丽娟县,1577721600,1577980800
520006944,MU662,马鞍山市,潜江市,1577721600,1577980800
920006946,SZ766,银川市,六盘水市,1577721600,1577980800
720006947,HK978,沈阳县,金凤县,1577721600,1577980800
420006948,WH797,桂荣县,云市,1577721600,1577980800
720006949,CZ125,石家庄市,帆县,1577721600,1577980800
820006950,SZ201,平市,玉华市,1577721600,1577980800
720006951,CA889,帅县,宇市,1577721600,1577980800
420006952,HK767,福州市,丽丽县,1577721600,1577980800
320006954,3U940,马鞍山市,红霞市,1577721600,1577980800
720006959,CZ291,丽县,汕尾市,1577721600,1577980800
320006961,HR515,涛市,梅县,1577721600,1577980800
120006962,CJ420,阜新市,长春县,1577721600,1577980800
120006963,3U276,呼和浩特市,鹏县,1577721600,1577980800
920006964,SZ378,澳门县,海燕县,1577721600,1577980800
620006966,CZ103,峰市,利市,1577721600,1577980800
220006967,CA133,洁县,六盘水市,1577721600,1577980800
420006968,MU407,宁德县,玉英县,1577721600,1577980800
820006969,CZ270,玉珍市,红梅市,1577721600,1577980800
820006971,WH414,彬县,红梅市,1577721600,1577980800
720006972,SC323,秀芳县,萍市,1577721600,1577980800
720006973,CZ150,刚市,南京市,1577721600,1577980800
520006974,MF305,文县,海门市,1577721600,1577980800
320006976,HK477,兰州县,洁县,1577721600,1577980800
220006978,CJ409,伟县,柳州县,1577721600,1577980800
820006981,CJ220,柳州县,涛市,1577721600,1577980800
220006982,SZ669,兴安盟县,燕市,1577721600,1577980800
720006983,SC627,杰县,天津市,1577721600,1577980800
320006986,3U868,颖县,涛县,1577721600,1577980800
520006988,CZ694,婷县,彬县,1577721600,1577980800
120006990,CJ210,坤市,兴城市,1577721600,1577980800
520006992,CZ655,郑州县,秀荣市,1577721600,1577980800
520006994,TV403,玉英市,辛集县,1577721600,1577980800
520006995,HK084,杨县,杨县,1577721600,1577980800
420006998,CZ123,兰英县,博市,1577721600,1577980800
320006999,CA253,济南县,丽县,1577721600,1577980800
420007000,SC142,海门市,佳市,1577721600,1577980800
520007003,3U430,桂兰县,福州市,1577721600,1577980800
620007005,MF910,西宁市,雷县,1577721600,1577980800
420007006,TV746,楠市,哈尔滨县,1577721600,1577980800
120007008,HK415,建军县,梧州县,1577721600,1577980800
920007009,MU649,淑华市,慧县,1577721600,1577980800
120007014,MU773,佳县,瑞县,1577721600,1577980800
120007015,SC632,长春市,宁德市,1577721600,1577980800
420007017,CJ178,海门县,马鞍山市,1577721600,1577980800
920007020,SC292,西安市,淮安县,1577721600,1577980800
220007021,CJ678,香港市,玉英市,1577721600,1577980800
720007023,MD370,北镇县,南昌市,1577721600,1577980800
320007025,SC569,济南县,博市,1577721600,1577980800
220007026,WH945,潮州县,秀芳市,1577721600,1577980800
120007028,MF724,太原县,晶县,1577721600,1577980800
120007031,CA591,静县,沈阳市,1577721600,1577980800
820007032,CZ734,成市,嘉禾县,1577721600,1577980800
420007033,SZ733,超市,建市,1577721600,1577980800
820007035,CZ658,秀芳县,萍县,1577721600,1577980800
420007038,MD508,拉萨县,福州县,1577721600,1577980800
820007040,HR470,琳县,南宁市,1577721600,1577980800
620007041,SC500,合肥市,荆门县,1577721600,1577980800
720007043,TV919,勇市,重庆县,1577721600,1577980800
720007045,WH412,通辽市,桂花县,1577721600,1577980800
720007046,MU291,成县,香港县,1577721600,1577980800
420007048,HR125,军县,斌县,1577721600,1577980800
620007049,WH794,汕尾市,北镇市,1577721600,1577980800
120007050,HR367,哈尔滨市,阳县,1577721600,1577980800
120007054,WH242,桂荣市,哈尔滨市,1577721600,1577980800
320007055,CA728,广州市,娜县,1577721600,1577980800
220007057,CJ665,梧州县,峰市,1577721600,1577980800
320007058,MD809,玉兰县,建县,1577721600,1577980800
820007060,CA406,燕市,嘉禾县,1577721600,1577980800
620007061,WH703,贵阳市,波市,1577721600,1577980800
220007062,WC814,北镇市,银川县,1577721600,1577980800
420007063,SC853,长沙县,柳市,1577721600,1577980800
920007064,HK011,荆门县,潜江市,1577721600,1577980800
120007065,MF845,阜新市,惠州县,1577721600,1577980800
520007066,MU331,博市,通辽县,1577721600,1577980800
420007067,CJ337,永安市,海燕市,1577721600,1577980800
820007068,CJ999,北镇县,太原市,1577721600,1577980800
620007073,MU392,艳市,娟市,1577721600,1577980800
120007074,CA162,拉萨市,太原县,1577721600,1577980800
220007075,CZ709,玉县,桂兰县,1577721600,1577980800
720007077,WC385,欢市,坤县,1577721600,1577980800
720007078,SZ084,浩县,大冶县,1577721600,1577980800
120007080,SZ674,兵县,沈阳市,1577721600,1577980800
120007081,TV701,凤兰市,梧州县,1577721600,1577980800
720007084,SZ107,佳县,淑英县,1577721600,1577980800
420007085,HR589,兰英县,欣市,1577721600,1577980800
920007086,CA445,军市,霞市,1577721600,1577980800
820007087,SZ566,石家庄县,佛山县,1577721600,1577980800
620007088,SC306,淑珍市,荆门市,1577721600,1577980800
220007090,SZ129,畅县,慧市,1577721600,1577980800
120007091,CJ808,西宁县,辽阳县,1577721600,1577980800
220007092,3U787,丽丽县,海口市,1577721600,1577980800
720007093,SC992,拉萨市,畅市,1577721600,1577980800
920007094,HK912,宜都市,太原县,1577721600,1577980800
120007095,CJ727,欢县,石家庄市,1577721600,1577980800
120007096,HR790,凤兰县,淑英市,1577721600,1577980800
220007097,MD946,峰市,潜江市,1577721600,1577980800
920007100,SC256,太原市,红市,1577721600,1577980800
920007103,MF711,雷县,大冶市,1577721600,1577980800
820007104,WH712,呼和浩特县,潮州县,1577721600,1577980800
620007106,MF053,长春县,兴安盟市,1577721600,1577980800
820007108,HR242,杨县,太原市,1577721600,1577980800
220007109,MU096,淮安县,海口市,1577721600,1577980800
120007110,CJ821,邯郸县,南京市,1577721600,1577980800
720007111,HR114,张家港县,呼和浩特市,1577721600,1577980800
820007113,WC422,志强市,莉县,1577721600,1577980800
820007114,TV359,长春县,香港市,1577721600,1577980800
820007115,WH592,杭州县,南京市,1577721600,1577980800
320007117,MF219,柳州县,兰州县,1577721600,1577980800
820007118,MD486,杰市,杭州市,1577721600,1577980800
320007120,CA375,石家庄县,娜市,1577721600,1577980800
520007122,WH422,阳县,天津市,1577721600,1577980800
420007124,SC166,马鞍山市,文县,1577721600,1577980800
420007125,HR363,潜江县,莹市,1577721600,1577980800
820007126,MF680,彬市,玉英市,1577721600,1577980800
220007128,TV055,桂荣市,娜市,1577721600,1577980800
420007129,MU714,宁德县,巢湖县,1577721600,1577980800
620007130,3U994,海燕县,桂荣市,1577721600,1577980800
820007131,TV725,淑珍市,玉珍市,1577721600,1577980800
720007132,CA340,强县,潮州县,1577721600,1577980800
120007134,SZ695,梧州市,银川县,1577721600,1577980800
720007135,SC495,桂香县,桂兰市,1577721600,1577980800
720007137,CZ930,婷婷县,东莞县,1577721600,1577980800
220007138,MF621,佛山市,阜新市,1577721600,1577980800
920007140,WC748,娜市,长春县,1577721600,1577980800
720007142,SC091,坤县,静市,1577721600,1577980800
820007143,3U489,芳县,巢湖市,1577721600,1577980800
320007144,HR854,佛山县,鑫市,1577721600,1577980800
220007148,SC304,彬县,磊县,1577721600,1577980800
720007149,MU768,敏县,丽县,1577721600,1577980800
620007150,WH975,桂香县,海燕市,1577721600,1577980800
720007151,HK626,军县,乌鲁木齐县,1577721600,1577980800
720007152,MU435,广州市,淮安市,1577721600,1577980800
420007154,HK931,桂花市,波市,1577721600,1577980800
920007157,TV752,芳县,杰市,1577721600,1577980800
120007159,TV846,霞县,乌鲁木齐市,1577721600,1577980800
420007160,CZ989,娜市,宇县,1577721600,1577980800
920007161,HK460,澳门县,晶市,1577721600,1577980800
220007162,WC837,六安县,成都县,1577721600,1577980800
620007163,HK674,乌鲁木齐县,南宁县,1577721600,1577980800
920007164,WC569,沈阳县,杰县,1577721600,1577980800
120007165,MF332,彬县,超市,1577721600,1577980800
220007166,CZ565,芳市,燕市,1577721600,1577980800
220007168,WH974,玉兰市,秀梅市,1577721600,1577980800
420007169,MF652,帆市,宜都市,1577721600,1577980800
120007170,CA381,淑英市,志强市,1577721600,1577980800
920007172,MF824,荣市,洁县,1577721600,1577980800
320007173,CJ711,慧市,广州县,1577721600,1577980800
520007174,MD814,玉英市,文市,1577721600,1577980800
220007175,HR804,沈阳县,凯县,1577721600,1577980800
520007178,CZ971,巢湖市,楠县,1577721600,1577980800
620007179,3U874,呼和浩特县,瑞市,1577721600,1577980800
920007180,CZ234,惠州县,南京市,1577721600,1577980800
220007181,WH389,凤英市,惠州县,1577721600,1577980800
120007182,3U255,永安市,玉梅市,1577721600,1577980800
920007184,MD177,芳市,哈尔滨县,1577721600,1577980800
720007186,HR592,春梅县,玉梅县,1577721600,1577980800
520007187,3U622,东莞市,杰市,1577721600,1577980800
120007189,SZ917,太原市,刚县,1577721600,1577980800
320007190,TV450,通辽县,拉萨县,1577721600,1577980800
920007192,SZ438,莹市,鹏县,1577721600,1577980800
320007193,MU692,红霞市,凯市,1577721600,1577980800
520007194,MF853,玉英县,艳市,1577721600,1577980800
620007195,MU825,柳州市,海口市,1577721600,1577980800
920007197,HR881,荆门市,博县,1577721600,1577980800
720007198,WH342,桂芝县,晶县,1577721600,1577980800
220007199,3U593,玉华县,阜新市,1577721600,1577980800
220007200,3U988,春梅市,凤兰县,1577721600,1577980800
220007202,3U858,秀华县,小红市,1577721600,1577980800
620007203,WC234,俊市,拉萨市,1577721600,1577980800
820007205,CZ758,重庆县,静市,1577721600,1577980800
320007206,CA935,淑兰县,凯县,1577721600,1577980800
220007209,MF261,晨市,梅市,1577721600,1577980800
620007212,WC012,颖县,秀英县,1577721600,1577980800
120007213,WC550,敏县,兴安盟市,1577721600,1577980800
520007216,WH623,坤市,桂英县,1577721600,1577980800
520007217,MD850,娟市,呼和浩特县,1577721600,1577980800
820007219,CJ904,倩市,建县,1577721600,1577980800
520007222,HR641,玉兰县,哈尔滨县,1577721600,1577980800
520007223,WC904,金凤县,阜新市,1577721600,1577980800
120007226,TV018,婷市,马鞍山县,1577721600,1577980800
120007227,SZ067,军县,东莞县,1577721600,1577980800
220007229,SZ455,大冶县,玉兰县,1577721600,1577980800
820007233,CA118,梧州县,文县,1577721600,1577980800
120007235,WH187,西安市,秀华县,1577721600,1577980800
320007237,MU305,淑英市,丽娟县,1577721600,1577980800
520007238,CJ269,丽娟县,春梅市,1577721600,1577980800
420007239,CZ462,成都市,呼和浩特市,1577721600,1577980800
320007240,HK475,明县,秀芳县,1577721600,1577980800
420007241,MF137,玉兰县,济南县,1577721600,1577980800
220007242,SC362,淑珍县,关岭县,1577721600,1577980800
520007243,SC425,刚县,淑珍县,1577721600,1577980800
120007244,SZ936,莹县,宜都市,1577721600,1577980800
220007245,WH018,海口县,桂芳市,1577721600,1577980800
220007247,TV010,明县,荆门市,1577721600,1577980800
120007253,WH737,鹏市,淮安市,1577721600,1577980800
920007254,3U393,秀云县,杭州市,1577721600,1577980800
720007255,SZ348,关岭市,海门县,1577721600,1577980800
920007257,MD127,颖县,云县,1577721600,1577980800
620007258,MD340,凤兰县,琳市,1577721600,1577980800
820007259,CZ212,潮州县,英县,1577721600,1577980800
920007262,MD414,伟市,慧市,1577721600,1577980800
920007268,WC120,郑州县,邯郸县,1577721600,1577980800
120007271,CZ586,岩县,南宁市,1577721600,1577980800
720007273,SZ024,金凤市,海门市,1577721600,1577980800
220007274,SC153,柳县,莹市,1577721600,1577980800
520007275,MD337,六安县,合肥市,1577721600,1577980800
920007276,MU915,大冶县,齐齐哈尔市,1577721600,1577980800
820007278,MF449,宁县,大冶市,1577721600,1577980800
820007279,SZ822,海口县,辛集县,1577721600,1577980800
820007280,SC493,合山县,六安市,1577721600,1577980800
120007281,SZ706,南京县,福州市,1577721600,1577980800
220007283,SZ386,通辽县,海门县,1577721600,1577980800
120007285,HR275,石家庄县,澳门市,1577721600,1577980800
820007286,HR788,巢湖县,澳门市,1577721600,1577980800
120007287,WC796,鑫市,淑兰县,1577721600,1577980800
220007288,MD264,佛山县,马鞍山县,1577721600,1577980800
620007294,CA522,林县,宜都县,1577721600,1577980800
120007296,CJ439,台北县,合山市,1577721600,1577980800
920007297,CA403,拉萨市,辽阳市,1577721600,1577980800
420007300,TV598,东莞县,佳县,1577721600,1577980800
920007303,CZ965,建军市,淑珍县,1577721600,1577980800
520007304,WH154,马鞍山县,重庆市,1577721600,1577980800
820007305,WC664,兴城县,岩市,1577721600,1577980800
920007307,WC250,拉萨市,成都县,1577721600,1577980800
520007309,HK179,香港县,燕市,1577721600,1577980800
820007310,CA478,哈尔滨县,拉萨市,1577721600,1577980800
320007312,MD398,晶县,桂英县,1577721600,1577980800
920007313,SZ868,兰英市,刚市,1577721600,1577980800
120007314,HR985,辉县,英县,1577721600,1577980800
820007316,SC516,太原县,杰市,1577721600,1577980800
520007319,CZ434,梧州市,福州市,1577721600,1577980800
720007320,TV527,娜县,杰市,1577721600,1577980800
220007321,WH012,潮州市,红县,1577721600,1577980800
420007323,WC875,佳县,玲市,1577721600,1577980800
320007325,CA943,宁县,淮安市,1577721600,1577980800
920007326,HK981,海门县,辽阳市,1577721600,1577980800
220007327,HR789,柳市,秀华县,1577721600,1577980800
420007328,CJ790,兴城市,冬梅市,1577721600,1577980800
720007329,TV041,杭州市,楠市,1577721600,1577980800
320007330,WC359,济南市,博县,1577721600,1577980800
520007332,HK227,晨县,成县,1577721600,1577980800
920007333,WC184,秀兰市,刚市,1577721600,1577980800
920007337,CJ746,晶县,桂荣县,1577721600,1577980800
320007340,HR037,阜新县,长春市,1577721600,1577980800
120007341,WH908,宁德县,畅市,1577721600,1577980800
620007342,HK454,平县,北镇县,1577721600,1577980800
820007343,MU935,东莞市,淑英市,1577721600,1577980800
620007344,CZ342,深圳县,建平市,1577721600,1577980800
820007346,3U639,太原市,海口县,1577721600,1577980800
820007347,MF208,香港县,大冶市,1577721600,1577980800
720007348,WH038,莹市,沈阳市,1577721600,1577980800
320007349,CA760,福州县,汕尾县,1577721600,1577980800
120007351,3U412,拉萨市,贵阳县,1577721600,1577980800
720007353,HK908,春梅市,汕尾县,1577721600,1577980800
120007354,TV653,通辽市,桂芳市,1577721600,1577980800
820007356,WC426,惠州县,长沙市,1577721600,1577980800
520007357,WH822,石家庄市,瑞县,1577721600,1577980800
720007358,TV451,秀梅市,北京市,1577721600,1577980800
120007360,MD512,俊县,桂珍市,1577721600,1577980800
720007363,WC647,广州市,雪梅市,1577721600,1577980800
620007364,3U789,阜新县,玉市,1577721600,1577980800
620007365,CZ284,艳市,潜江县,1577721600,1577980800
320007366,TV146,璐县,兰英市,1577721600,1577980800
820007369,MU252,海门县,岩县,1577721600,1577980800
320007370,SZ860,东莞县,永安县,1577721600,1577980800
820007371,CA264,静县,红梅市,1577721600,1577980800
320007373,CJ020,宁德县,辽阳县,1577721600,1577980800
620007375,SZ490,金凤县,佳市,1577721600,1577980800
220007376,WH381,重庆县,红市,1577721600,1577980800
620007377,MU019,沈阳县,南宁县,1577721600,1577980800
620007379,HK358,西宁县,婷婷县,1577721600,1577980800
820007383,WH266,太原县,北京县,1577721600,1577980800
920007385,MF632,霞县,呼和浩特县,1577721600,1577980800
520007386,CZ648,永安市,南宁县,1577721600,1577980800
620007387,SZ101,秀云县,萍县,1577721600,1577980800
520007389,MF937,萍市,宁德县,1577721600,1577980800
420007390,3U496,建市,潮州市,1577721600,1577980800
520007393,MF092,颖县,巢湖县,1577721600,1577980800
620007394,SC361,畅市,丹县,1577721600,1577980800
320007399,TV019,想县,兰州市,1577721600,1577980800
420007400,MU448,海口县,雪梅县,1577721600,1577980800
820007403,WC005,明市,荣市,1577721600,1577980800
620007404,CA028,海门市,凤英县,1577721600,1577980800
320007406,WH644,冬梅县,长沙市,1577721600,1577980800
520007407,MF411,济南县,银川县,1577721600,1577980800
920007410,MD462,玉梅县,西宁县,1577721600,1577980800
720007411,HK422,桂珍市,太原县,1577721600,1577980800
420007412,HK040,丹丹县,嘉禾县,1577721600,1577980800
120007414,3U773,俊市,张家港市,1577721600,1577980800
520007416,SC032,张家港市,婷婷市,1577721600,1577980800
220007417,SC301,健市,军市,1577721600,1577980800
320007418,HK494,汕尾县,贵阳县,1577721600,1577980800
220007419,HR222,兴城市,雪市,1577721600,1577980800
720007420,3U089,丹县,杭州市,1577721600,1577980800
720007421,MF398,文县,杭州市,1577721600,1577980800
520007423,CZ852,西宁县,银川市,1577721600,1577980800
120007424,3U468,福州县,太原县,1577721600,1577980800
420007425,MF793,娜市,宜都市,1577721600,1577980800
520007426,CJ302,瑜市,瑜县,1577721600,1577980800
920007430,MF039,红霞市,刚市,1577721600,1577980800
820007432,CZ330,北镇市,帆市,1577721600,1577980800
820007433,CZ962,丽丽市,台北县,1577721600,1577980800
620007436,WH404,畅市,鑫县,1577721600,1577980800
620007440,WH282,辛集市,涛市,1577721600,1577980800
920007443,SC761,关岭县,张家港市,1577721600,1577980800
220007445,3U248,小红县,深圳县,1577721600,1577980800
620007447,WH444,拉萨县,玉兰市,1577721600,1577980800
920007448,WH691,桂荣县,娟县,1577721600,1577980800
520007450,SZ448,桂兰市,桂珍县,1577721600,1577980800
120007451,WH327,巢湖县,杨市,1577721600,1577980800
920007452,MD334,北镇县,桂香市,1577721600,1577980800
420007454,HR622,刚县,英市,1577721600,1577980800
320007455,CZ494,宜都市,荆门县,1577721600,1577980800
620007457,WH903,邯郸县,帆市,1577721600,1577980800
920007458,CJ046,汕尾市,健县,1577721600,1577980800
820007459,HR884,澳门市,建国县,1577721600,1577980800
220007460,CZ242,伟市,呼和浩特市,1577721600,1577980800
720007465,MF203,浩市,红梅县,1577721600,1577980800
420007467,CA912,桂荣县,红霞市,1577721600,1577980800
220007470,WC356,昆明县,广州市,1577721600,1577980800
820007472,CZ005,淑珍县,福州县,1577721600,1577980800
420007474,SZ333,哈尔滨市,拉萨县,1577721600,1577980800
220007475,WC409,雪梅县,柳县,1577721600,1577980800
720007476,3U641,阜新市,岩市,1577721600,1577980800
920007477,CA838,玉梅县,辽阳市,1577721600,1577980800
420007478,HK001,济南县,丹县,1577721600,1577980800
220007480,WH677,齐齐哈尔市,倩市,1577721600,1577980800
220007482,WC186,宜都县,红市,1577721600,1577980800
420007483,MF763,建华市,香港市,1577721600,1577980800
520007484,TV243,桂芳县,建国市,1577721600,1577980800
320007486,MU456,丽娟县,波县,1577721600,1577980800
220007487,MD975,飞市,香港市,1577721600,1577980800
720007490,SC276,梅市,潮州县,1577721600,1577980800
320007492,MF675,呼和浩特县,淑兰市,1577721600,1577980800
220007493,MU225,红县,欢市,1577721600,1577980800
620007498,MU961,玉兰县,桂珍县,1577721600,1577980800
320007499,HR030,上海县,晨县,1577721600,1577980800
920007501,HR682,昆明县,六安市,1577721600,1577980800
520007503,3U725,小红县,哈尔滨市,1577721600,1577980800
720007505,CZ894,鑫县,上海县,1577721600,1577980800
520007506,CZ646,婷县,强县,1577721600,1577980800
420007507,TV723,霞市,颖县,1577721600,1577980800
920007511,SZ297,桂珍市,梅市,1577721600,1577980800
620007512,SC287,凤兰县,丽市,1577721600,1577980800
220007513,CZ975,琳市,佛山县,1577721600,1577980800
120007514,HK410,勇县,台北县,1577721600,1577980800
